norad_id,name,regime,epoch,line1,line2,inclination,eccentricity,mean_motion,raan,arg_pericenter,mean_anomaly
40349,O3B FM11,MEO,14352.93731769,1 40349U 14083B   14352.93731769 -.00000012  00000-0  00000+0 0    24\,2 40349 000.0411 273.9127 0001682 100.2685 002.3047 05.12338011    08,0.0411,0.0001682,5.12338011,273.9127,100.2685,2.3047
40349,O3B FM11,MEO,14353.12350668,1 40349U 14083B   14353.12350668 -.00000011  00000-0  00000+0 0    31\,2 40349 000.0420 274.8987 0002062 122.4986 322.6483 05.12376266    12,0.042,0.0002062,5.12376266,274.8987,122.4986,322.6483
40349,O3B FM11,MEO,14353.51366947,1 40349U 14083B   14353.51366947 -.00000011  00000-0  00000+0 0    42\,2 40349 000.0348 268.3838 0002388 138.9485 312.6984 05.12408859    32,0.0348,0.0002388,5.12408859,268.3838,138.9485,312.6984
40349,O3B FM11,MEO,14353.70875298,1 40349U 14083B   14353.70875298 -.00000011  00000-0  00000+0 0    58\,2 40349 000.0355 254.2359 0002683 168.2122 297.5825 05.12413500    49,0.0355,0.0002683,5.124135,254.2359,168.2122,297.5825
40349,O3B FM11,MEO,14354.48910894,1 40349U 14083B   14354.48910894 -.00000011  00000-0  00000+0 0    67\,2 40349 000.0379 264.2560 0002611 163.3197 292.4553 05.12416859    85,0.0379,0.0002611,5.12416859,264.256,163.3197,292.4553
40349,O3B FM11,MEO,14356.04981472,1 40349U 14083B   14356.04981472 -.00000012  00000-0  00000+0 0    73\,2 40349 000.0383 262.8868 0002508 171.7723 285.3782 05.12419977   166,0.0383,0.0002508,5.12419977,262.8868,171.7723,285.3782
40349,O3B FM11,MEO,14357.02524620,1 40349U 14083B   14357.02524620 -.00000012  00000-0  00000+0 0    81\,2 40349 000.0377 262.2892 0002565 174.8215 282.9223 05.12421263   213,0.0377,0.0002565,5.12421263,262.2892,174.8215,282.9223
40349,O3B FM11,MEO,14358.58593584,1 40349U 14083B   14358.58593584 -.00000014  00000-0  00000+0 0   103\,2 40349 000.0351 262.4545 0002486 170.2876 287.2749 05.12422010   297,0.0351,0.0002486,5.1242201,262.4545,170.2876,287.2749
40349,O3B FM11,MEO,14358.58593747,1 40349U 14083B   14358.58593747 -.00000014  00000-0  00000+0 0    92\,2 40349 000.0353 262.8204 0002710 171.0742 286.1391 05.12422612   295,0.0353,0.000271,5.12422612,262.8204,171.0742,286.1391
40349,O3B FM11,MEO,15007.29844183,1 40349U 14083B   15007.29844183 -.00000027  00000-0  00000+0 0   112\,2 40349 000.0362 358.7476 0001979 287.6915 141.1970 05.00117938   992,0.0362,0.0001979,5.00117938,358.7476,287.6915,141.197
40349,O3B FM11,MEO,15011.65844985,1 40349U 14083B   15011.65844985 -.00000020  00000-0  00000+0 0   121\,2 40349 000.0324 351.8738 0001992 297.6608 070.4420 05.00117745  1216,0.0324,0.0001992,5.00117745,351.8738,297.6608,70.442
40349,O3B FM11,MEO,15016.45580418,1 40349U 14083B   15016.45580418 -.00000015  00000-0  00000+0 0   137\,2 40349 000.0324 350.2746 0002001 303.7011 066.0014 05.00117679  1459,0.0324,0.0002001,5.00117679,350.2746,303.7011,66.0014
40349,O3B FM11,MEO,15020.65349097,1 40349U 14083B   15020.65349097 -.00000017  00000-0  00000+0 0   143\,2 40349 000.0325 349.4560 0001936 308.1411 062.3791 05.00117516  1667,0.0325,0.0001936,5.00117516,349.456,308.1411,62.3791
40349,O3B FM11,MEO,15026.45029746,1 40349U 14083B   15026.45029746 -.00000025  00000-0  00000+0 0   153\,2 40349 000.0320 347.6533 0002031 316.3389 055.9826 05.00117425  1952,0.032,0.0002031,5.00117425,347.6533,316.3389,55.9826
40349,O3B FM11,MEO,15030.84787830,1 40349U 14083B   15030.84787830 -.00000031  00000-0  00000+0 0   164\,2 40349 000.0319 348.4463 0001982 317.1304 054.3984 05.00117197  2170,0.0319,0.0001982,5.00117197,348.4463,317.1304,54.3984
40349,O3B FM11,MEO,15036.84457765,1 40349U 14083B   15036.84457765 -.00000027  00000-0  00000+0 0   177\,2 40349 000.0312 345.8405 0001970 323.6715 050.4644 05.00117181  2471,0.0312,0.000197,5.00117181,345.8405,323.6715,50.4644
40349,O3B FM11,MEO,15042.64138771,1 40349U 14083B   15042.64138771 -.00000019  00000-0  00000+0 0   187\,2 40349 000.0316 344.7577 0001947 329.2960 045.9266 05.00117192  2764,0.0316,0.0001947,5.00117192,344.7577,329.296,45.9266
40349,O3B FM11,MEO,15049.83742571,1 40349U 14083B   15049.83742571 -.00000023  00000-0  00000+0 0   190\,2 40349 000.0294 342.0297 0001984 342.9235 035.0170 05.00117121  3124,0.0294,0.0001984,5.00117121,342.0297,342.9235,35.017
40349,O3B FM11,MEO,15057.83303208,1 40349U 14083B   15057.83303208 -.00000034  00000-0  00000+0 0   203\,2 40349 000.0299 340.9753 0001959 356.7331 022.2641 05.00117022  3520,0.0299,0.0001959,5.00117022,340.9753,356.7331,22.2641
40349,O3B FM11,MEO,15063.04166667,1 40349U 14083B   15063.04166667 -.00000033  00000-0  00000+0 0   219\,2 40349 000.0338 358.1544 0001971 349.4493 033.0632 05.00116788  3781,0.0338,0.0001971,5.00116788,358.1544,349.4493,33.0632
40349,O3B FM11,MEO,15068.82700088,1 40349U 14083B   15068.82700088 -.00000023  00000-0  00000+0 0   221\,2 40349 000.0320 352.7594 0001944 000.7104 006.5250 05.00116839  4074,0.032,0.0001944,5.00116839,352.7594,0.7104,6.525
40349,O3B FM11,MEO,15074.42392420,1 40349U 14083B   15074.42392420 -.00000022  00000-0  00000+0 0   231\,2 40349 000.0318 351.5383 0001873 008.0635 000.3916 05.00116806  4351,0.0318,0.0001873,5.00116806,351.5383,8.0635,0.3916
40349,O3B FM11,MEO,15080.42063281,1 40349U 14083B   15080.42063281 -.00000028  00000-0  00000+0 0   245\,2 40349 000.0336 354.3943 0002036 010.3359 355.2670 05.00116567  4651,0.0336,0.0002036,5.00116567,354.3943,10.3359,355.267
40349,O3B FM11,MEO,15086.61723104,1 40349U 14083B   15086.61723104 -.00000036  00000-0  00000+0 0   271\,2 40349 000.0346 357.5128 0001968 010.8933 351.5928 05.00116524  4960,0.0346,0.0001968,5.00116524,357.5128,10.8933,351.5928
40349,O3B FM11,MEO,15086.61791128,1 40349U 14083B   15086.61791128  .00000000  00000-0  10000-3 0   266\,2 40349 000.0337 001.9060 0001953 008.4129 350.9050 05.00115806  4959,0.0337,0.0001953,5.00115806,1.906,8.4129,350.905
40349,O3B FM11,MEO,15092.41404912,1 40349U 14083B   15092.41404912 -.00000030  00000-0  00000+0 0   284\,2 40349 000.0342 354.5124 0001976 021.8434 343.6487 05.00116578  5250,0.0342,0.0001976,5.00116578,354.5124,21.8434,343.6487
40349,O3B FM11,MEO,15097.61119588,1 40349U 14083B   15097.61119588 -.00000021  00000-0  00000+0 0   306\,2 40349 000.0349 354.5486 0001997 026.2953 339.1648 05.00116592  5510,0.0349,0.0001997,5.00116592,354.5486,26.2953,339.1648
40349,O3B FM11,MEO,15097.61154375,1 40349U 14083B   15097.61154375  .00000000  00000-0  10000-3 0   298\,2 40349 000.0338 005.2248 0001569 323.2138 032.2097 05.00117182  5508,0.0338,0.0001569,5.00117182,5.2248,323.2138,32.2097
40349,O3B FM11,MEO,15102.60845058,1 40349U 14083B   15102.60845058 -.00000022  00000-0  00000+0 0   312\,2 40349 000.0360 357.3523 0001990 027.3817 335.2734 05.00116572  5768,0.036,0.000199,5.00116572,357.3523,27.3817,335.2734
40349,O3B FM11,MEO,15112.40307101,1 40349U 14083B   15112.40307101 -.00000033  00000-0  00000+0 0   326\,2 40349 000.0363 356.1185 0002254 048.0054 315.8771 05.00116523  6255,0.0363,0.0002254,5.00116523,356.1185,48.0054,315.8771
40349,O3B FM11,MEO,15117.80011648,1 40349U 14083B   15117.80011648 -.00000032  00000-0  00000+0 0   333\,2 40349 000.0356 359.2086 0002204 043.8883 316.9197 05.00116467  6520,0.0356,0.0002204,5.00116467,359.2086,43.8883,316.9197
40349,O3B FM11,MEO,15122.19770388,1 40349U 14083B   15122.19770388 -.00000023  00000-0  00000+0 0   345\,2 40349 000.0354 359.3555 0002124 047.9210 312.7440 05.00116479  6742,0.0354,0.0002124,5.00116479,359.3555,47.921,312.744
40349,O3B FM11,MEO,15126.39540042,1 40349U 14083B   15126.39540042 -.00000019  00000-0  00000+0 0   359\,2 40349 000.0366 001.9452 0002140 053.2589 304.8177 05.00116473  6954,0.0366,0.000214,5.00116473,1.9452,53.2589,304.8177
40349,O3B FM11,MEO,15130.99287691,1 40349U 14083B   15130.99287691 -.00000020  00000-0  00000+0 0   361\,2 40349 000.0364 002.8160 0002177 054.2500 302.9564 05.00116411  7189,0.0364,0.0002177,5.00116411,2.816,54.25,302.9564
40349,O3B FM11,MEO,15135.59035496,1 40349U 14083B   15135.59035496 -.00000025  00000-0  00000+0 0   372\,2 40349 000.0359 005.0174 0002105 058.5825 296.4214 05.00116269  7417,0.0359,0.0002105,5.00116269,5.0174,58.5825,296.4214
40349,O3B FM11,MEO,15140.18783389,1 40349U 14083B   15140.18783389 -.00000031  00000-0  00000+0 0   382\,2 40349 000.0360 003.1777 0002111 065.8271 291.0174 05.00116231  7640,0.036,0.0002111,5.00116231,3.1777,65.8271,291.0174
40349,O3B FM11,MEO,15144.38553000,1 40349U 14083B   15144.38553000 -.00000031  00000-0  00000+0 0   394\,2 40349 000.0362 002.1851 0002107 067.8971 289.9398 05.00116237  7851,0.0362,0.0002107,5.00116237,2.1851,67.8971,289.9398
40349,O3B FM11,MEO,15149.18289896,1 40349U 14083B   15149.18289896 -.00000022  00000-0  00000+0 0   408\,2 40349 000.0363 004.7577 0002171 071.7556 283.5126 05.00116334  8093,0.0363,0.0002171,5.00116334,4.7577,71.7556,283.5126
